"grande_regiao","idade_da_mae_na_ocasiao_do_parto","ano","mes_do_nascimento","sexo","hospital","domicilio"
"Norte","15 anos",2006,"Dezembro","Mulheres",104,"13"
"Norte","15 anos",2006,"Janeiro","Homens",196,"12"
"Norte","15 anos",2006,"Janeiro","Mulheres",164,"13"
"Norte","15 anos",2006,"Fevereiro","Homens",182,"13"
"Norte","15 anos",2006,"Fevereiro","Mulheres",174,"13"
"Norte","15 anos",2006,"Março","Homens",231,"21"
"Norte","15 anos",2006,"Março","Mulheres",222,"22"
"Norte","15 anos",2006,"Abril","Homens",251,"19"
"Norte","15 anos",2006,"Abril","Mulheres",230,"17"
"Norte","15 anos",2006,"Maio","Homens",224,"19"
"Norte","15 anos",2006,"Maio","Mulheres",206,"11"
"Norte","15 anos",2006,"Junho","Homens",250,"22"
"Norte","15 anos",2006,"Junho","Mulheres",232,"17"
"Norte","15 anos",2006,"Julho","Homens",217,"9"
"Norte","15 anos",2006,"Julho","Mulheres",195,"12"
"Norte","15 anos",2006,"Agosto","Homens",206,"9"
"Norte","15 anos",2006,"Agosto","Mulheres",196,"16"
"Norte","15 anos",2006,"Setembro","Homens",218,"14"
"Norte","15 anos",2006,"Setembro","Mulheres",224,"11"
"Norte","15 anos",2006,"Outubro","Homens",175,"18"
"Norte","15 anos",2006,"Outubro","Mulheres",170,"14"
"Norte","15 anos",2006,"Novembro","Homens",170,"13"
"Norte","15 anos",2006,"Novembro","Mulheres",149,"9"
"Norte","15 anos",2006,"Dezembro","Homens",169,"12"
"Norte","15 anos",2006,"Dezembro","Mulheres",141,"9"
"Norte","15 anos",2006,"Janeiro","Homens",214,"25"
"Norte","15 anos",2006,"Janeiro","Mulheres",205,"15"
"Norte","15 anos",2006,"Fevereiro","Homens",177,"13"
"Norte","15 anos",2006,"Fevereiro","Mulheres",173,"13"
"Norte","15 anos",2006,"Março","Homens",245,"12"
"Norte","15 anos",2006,"Março","Mulheres",227,"17"
"Norte","15 anos",2006,"Abril","Homens",200,"17"
"Norte","15 anos",2006,"Abril","Mulheres",225,"15"
"Norte","15 anos",2006,"Maio","Homens",237,"18"
"Norte","15 anos",2006,"Maio","Mulheres",215,"12"
"Norte","15 anos",2006,"Junho","Homens",236,"21"
"Norte","15 anos",2006,"Junho","Mulheres",220,"17"
"Norte","15 anos",2006,"Julho","Homens",245,"30"
"Norte","15 anos",2006,"Julho","Mulheres",231,"16"
"Norte","15 anos",2006,"Agosto","Homens",218,"14"
"Norte","15 anos",2006,"Agosto","Mulheres",191,"11"
"Norte","15 anos",2006,"Setembro","Homens",221,"8"
"Norte","15 anos",2006,"Setembro","Mulheres",183,"12"
"Norte","15 anos",2006,"Outubro","Homens",206,"6"
"Norte","15 anos",2006,"Outubro","Mulheres",218,"9"
"Norte","15 anos",2006,"Novembro","Homens",169,"9"
"Norte","15 anos",2006,"Novembro","Mulheres",162,"11"
"Norte","15 anos",2006,"Dezembro","Homens",160,"13"
"Norte","15 anos",2006,"Dezembro","Mulheres",165,"10"
"Norte","15 anos",2006,"Janeiro","Homens",253,"17"
"Norte","15 anos",2006,"Janeiro","Mulheres",243,"17"
"Norte","15 anos",2006,"Fevereiro","Homens",230,"17"
"Norte","15 anos",2006,"Fevereiro","Mulheres",220,"14"
"Norte","15 anos",2006,"Março","Homens",247,"12"
"Norte","15 anos",2006,"Março","Mulheres",246,"17"
"Norte","15 anos",2006,"Abril","Homens",216,"21"
"Norte","15 anos",2006,"Abril","Mulheres",210,"8"
"Norte","15 anos",2006,"Maio","Homens",249,"18"
"Norte","15 anos",2006,"Maio","Mulheres",212,"13"
"Norte","15 anos",2006,"Junho","Homens",239,"21"
"Norte","15 anos",2006,"Junho","Mulheres",231,"11"
"Norte","15 anos",2006,"Julho","Homens",245,"15"
"Norte","15 anos",2006,"Julho","Mulheres",202,"8"
"Norte","15 anos",2006,"Agosto","Homens",251,"20"
"Norte","15 anos",2006,"Agosto","Mulheres",219,"5"
"Norte","15 anos",2006,"Setembro","Homens",207,"11"
"Norte","15 anos",2006,"Setembro","Mulheres",214,"9"
"Norte","15 anos",2006,"Outubro","Homens",216,"6"
"Norte","15 anos",2006,"Outubro","Mulheres",199,"9"
"Norte","15 anos",2006,"Novembro","Homens",181,"8"
"Norte","15 anos",2006,"Novembro","Mulheres",195,"8"
"Norte","15 anos",2006,"Dezembro","Homens",155,"7"
"Norte","15 anos",2006,"Dezembro","Mulheres",161,"6"
"Norte","15 anos",2007,"Janeiro","Homens",234,"8"
"Norte","15 anos",2007,"Janeiro","Mulheres",223,"10"
"Norte","15 anos",2007,"Fevereiro","Homens",217,"16"
"Norte","15 anos",2007,"Fevereiro","Mulheres",176,"9"
"Norte","15 anos",2007,"Março","Homens",234,"15"
"Norte","15 anos",2007,"Março","Mulheres",243,"9"
"Norte","15 anos",2007,"Abril","Homens",285,"14"
"Norte","15 anos",2007,"Abril","Mulheres",230,"16"
"Norte","15 anos",2007,"Maio","Homens",272,"11"
"Norte","15 anos",2007,"Maio","Mulheres",231,"8"
"Norte","15 anos",2007,"Junho","Homens",247,"10"
"Norte","15 anos",2007,"Junho","Mulheres",212,"6"
"Norte","15 anos",2007,"Julho","Homens",231,"12"
"Norte","15 anos",2007,"Julho","Mulheres",224,"15"
"Norte","15 anos",2007,"Agosto","Homens",231,"10"
"Norte","15 anos",2007,"Agosto","Mulheres",242,"5"
"Norte","15 anos",2007,"Setembro","Homens",248,"11"
"Norte","15 anos",2007,"Setembro","Mulheres",219,"10"
"Norte","15 anos",2007,"Outubro","Homens",204,"12"
"Norte","15 anos",2007,"Outubro","Mulheres",193,"8"
"Norte","15 anos",2007,"Novembro","Homens",178,"8"
"Norte","15 anos",2007,"Novembro","Mulheres",169,"6"
"Norte","15 anos",2007,"Dezembro","Homens",199,"8"
"Norte","15 anos",2007,"Dezembro","Mulheres",195,"7"
"Norte","15 anos",2007,"Janeiro","Homens",240,"13"
"Norte","15 anos",2007,"Janeiro","Mulheres",218,"11"
"Norte","15 anos",2007,"Fevereiro","Homens",227,"9"
"Norte","15 anos",2007,"Fevereiro","Mulheres",204,"14"
"Norte","15 anos",2007,"Março","Homens",266,"17"
"Norte","15 anos",2007,"Março","Mulheres",241,"7"
"Norte","15 anos",2007,"Abril","Homens",256,"7"
"Norte","15 anos",2007,"Abril","Mulheres",251,"11"
"Norte","15 anos",2007,"Maio","Homens",251,"18"
"Norte","15 anos",2007,"Maio","Mulheres",232,"11"
"Norte","15 anos",2007,"Junho","Homens",249,"17"
"Norte","15 anos",2007,"Junho","Mulheres",228,"6"
"Norte","15 anos",2007,"Julho","Homens",243,"12"
"Norte","15 anos",2007,"Julho","Mulheres",208,"4"
"Norte","15 anos",2007,"Agosto","Homens",241,"12"
"Norte","15 anos",2007,"Agosto","Mulheres",221,"11"
"Norte","15 anos",2007,"Setembro","Homens",229,"12"
"Norte","15 anos",2007,"Setembro","Mulheres",218,"6"
"Norte","15 anos",2007,"Outubro","Homens",242,"7"
"Norte","15 anos",2007,"Outubro","Mulheres",206,"5"
"Norte","15 anos",2007,"Novembro","Homens",198,"13"
"Norte","15 anos",2007,"Novembro","Mulheres",166,"4"
"Norte","15 anos",2007,"Dezembro","Homens",180,"10"
"Norte","15 anos",2007,"Dezembro","Mulheres",150,"3"
"Norte","15 anos",2007,"Janeiro","Homens",237,"9"
"Norte","15 anos",2007,"Janeiro","Mulheres",247,"13"
"Norte","15 anos",2007,"Fevereiro","Homens",216,"6"
"Norte","15 anos",2007,"Fevereiro","Mulheres",213,"9"
"Norte","15 anos",2007,"Março","Homens",235,"10"
"Norte","15 anos",2007,"Março","Mulheres",281,"10"
"Norte","15 anos",2007,"Abril","Homens",252,"6"
"Norte","15 anos",2007,"Abril","Mulheres",262,"8"
"Norte","15 anos",2007,"Maio","Homens",256,"7"
"Norte","15 anos",2007,"Maio","Mulheres",198,"8"
"Norte","15 anos",2007,"Junho","Homens",242,"6"
"Norte","15 anos",2007,"Junho","Mulheres",204,"10"
"Norte","15 anos",2007,"Julho","Homens",247,"6"
"Norte","15 anos",2007,"Julho","Mulheres",222,"8"
"Norte","15 anos",2007,"Agosto","Homens",221,"4"
"Norte","15 anos",2007,"Agosto","Mulheres",230,"3"
"Norte","15 anos",2007,"Setembro","Homens",221,"6"
"Norte","15 anos",2007,"Setembro","Mulheres",196,"8"
"Norte","15 anos",2007,"Outubro","Homens",217,"6"
"Norte","15 anos",2007,"Outubro","Mulheres",197,"6"
"Norte","15 anos",2007,"Novembro","Homens",191,"6"
"Norte","15 anos",2007,"Novembro","Mulheres",193,"3"
"Norte","15 anos",2007,"Dezembro","Homens",169,"4"
"Norte","15 anos",2007,"Dezembro","Mulheres",177,"2"
"Norte","15 anos",2007,"Janeiro","Homens",246,"14"
"Norte","15 anos",2007,"Janeiro","Mulheres",205,"5"
"Norte","15 anos",2007,"Fevereiro","Homens",227,"6"
"Norte","15 anos",2007,"Fevereiro","Mulheres",199,"6"
"Norte","15 anos",2007,"Março","Homens",265,"10"
"Norte","15 anos",2007,"Março","Mulheres",218,"6"
"Norte","15 anos",2007,"Abril","Homens",285,"7"
"Norte","15 anos",2007,"Abril","Mulheres",229,"10"
"Norte","15 anos",2007,"Maio","Homens",275,"12"
"Norte","15 anos",2007,"Maio","Mulheres",250,"12"
"Norte","15 anos",2007,"Junho","Homens",248,"7"
"Norte","15 anos",2007,"Junho","Mulheres",239,"9"
"Norte","15 anos",2007,"Julho","Homens",278,"6"
"Norte","15 anos",2007,"Julho","Mulheres",214,"12"
"Norte","15 anos",2007,"Agosto","Homens",207,"10"
"Norte","15 anos",2007,"Agosto","Mulheres",238,"8"
"Norte","15 anos",2007,"Setembro","Homens",259,"4"
"Norte","15 anos",2007,"Setembro","Mulheres",250,"6"
"Norte","15 anos",2007,"Outubro","Homens",223,"8"
"Norte","15 anos",2007,"Outubro","Mulheres",209,"5"
"Norte","15 anos",2007,"Novembro","Homens",190,"5"
"Norte","15 anos",2007,"Novembro","Mulheres",218,"2"
"Norte","15 anos",2007,"Dezembro","Homens",195,"6"
"Norte","15 anos",2007,"Dezembro","Mulheres",170,"3"
"Norte","15 anos",2007,"Janeiro","Homens",246,"7"
"Norte","15 anos",2007,"Janeiro","Mulheres",252,"9"
"Norte","15 anos",2007,"Fevereiro","Homens",243,"10"
"Norte","15 anos",2007,"Fevereiro","Mulheres",233,"6"
"Norte","15 anos",2007,"Março","Homens",255,"3"
"Norte","15 anos",2007,"Março","Mulheres",227,"15"
"Norte","15 anos",2007,"Abril","Homens",263,"12"
"Norte","15 anos",2007,"Abril","Mulheres",285,"4"
"Norte","15 anos",2007,"Maio","Homens",295,"7"
"Norte","15 anos",2007,"Maio","Mulheres",275,"7"
"Norte","15 anos",2007,"Junho","Homens",247,"9"
"Norte","15 anos",2007,"Junho","Mulheres",232,"6"
"Norte","15 anos",2007,"Julho","Homens",259,"7"
"Norte","15 anos",2007,"Julho","Mulheres",278,"11"
"Norte","15 anos",2007,"Agosto","Homens",262,"5"
"Norte","15 anos",2007,"Agosto","Mulheres",262,"5"
"Norte","15 anos",2007,"Setembro","Homens",282,"7"
"Norte","15 anos",2007,"Setembro","Mulheres",237,"8"
"Norte","15 anos",2007,"Outubro","Homens",264,"3"
"Norte","15 anos",2007,"Outubro","Mulheres",227,"4"
"Norte","15 anos",2007,"Novembro","Homens",215,"8"
"Norte","15 anos",2007,"Novembro","Mulheres",213,"11"
"Norte","15 anos",2007,"Dezembro","Homens",215,"3"
"Norte","15 anos",2007,"Dezembro","Mulheres",186,"3"
"Norte","15 anos",2008,"Janeiro","Homens",289,"10"
"Norte","15 anos",2008,"Janeiro","Mulheres",251,"3"
"Norte","15 anos",2008,"Fevereiro","Homens",231,"11"
"Norte","15 anos",2008,"Fevereiro","Mulheres",242,"10"
"Norte","15 anos",2008,"Março","Homens",260,"11"
"Norte","15 anos",2008,"Março","Mulheres",264,"12"
"Norte","15 anos",2008,"Abril","Homens",290,"13"
"Norte","15 anos",2008,"Abril","Mulheres",261,"14"
"Norte","15 anos",2008,"Maio","Homens",289,"9"
"Norte","15 anos",2008,"Maio","Mulheres",306,"9"
"Norte","15 anos",2008,"Junho","Homens",305,"4"
"Norte","15 anos",2008,"Junho","Mulheres",264,"8"
"Norte","15 anos",2008,"Julho","Homens",262,"11"
"Norte","15 anos",2008,"Julho","Mulheres",238,"6"
"Norte","15 anos",2008,"Agosto","Homens",270,"6"
"Norte","15 anos",2008,"Agosto","Mulheres",269,"9"
"Norte","15 anos",2008,"Setembro","Homens",292,"5"
"Norte","15 anos",2008,"Setembro","Mulheres",271,"4"
"Norte","15 anos",2008,"Outubro","Homens",276,"9"
"Norte","15 anos",2008,"Outubro","Mulheres",232,"3"
"Norte","15 anos",2008,"Novembro","Homens",236,"7"
"Norte","15 anos",2008,"Novembro","Mulheres",223,"5"
"Norte","15 anos",2008,"Dezembro","Homens",182,"6"
"Norte","15 anos",2008,"Dezembro","Mulheres",188,"3"
"Norte","15 anos",2008,"Janeiro","Homens",255,"9"
"Norte","15 anos",2008,"Janeiro","Mulheres",257,"11"
"Norte","15 anos",2008,"Fevereiro","Homens",250,"8"
"Norte","15 anos",2008,"Fevereiro","Mulheres",252,"7"
"Norte","15 anos",2008,"Março","Homens",282,"8"
"Norte","15 anos",2008,"Março","Mulheres",276,"11"
"Norte","15 anos",2008,"Abril","Homens",282,"16"
"Norte","15 anos",2008,"Abril","Mulheres",258,"8"
"Norte","15 anos",2008,"Maio","Homens",283,"12"
"Norte","15 anos",2008,"Maio","Mulheres",278,"6"
"Norte","15 anos",2008,"Junho","Homens",278,"9"
"Norte","15 anos",2008,"Junho","Mulheres",280,"1"
"Norte","15 anos",2008,"Julho","Homens",300,"9"
"Norte","15 anos",2008,"Julho","Mulheres",277,"15"
"Norte","15 anos",2008,"Agosto","Homens",291,"6"
"Norte","15 anos",2008,"Agosto","Mulheres",277,"10"
"Norte","15 anos",2008,"Setembro","Homens",264,"3"
"Norte","15 anos",2008,"Setembro","Mulheres",256,"4"
"Norte","15 anos",2008,"Outubro","Homens",284,"5"
"Norte","15 anos",2008,"Outubro","Mulheres",255,"10"
"Norte","15 anos",2008,"Novembro","Homens",240,"8"
"Norte","15 anos",2008,"Novembro","Mulheres",235,"2"
"Norte","15 anos",2008,"Dezembro","Homens",247,"4"
"Norte","15 anos",2008,"Dezembro","Mulheres",225,"7"
"Norte","15 anos",2008,"Janeiro","Homens",296,"15"
"Norte","15 anos",2008,"Janeiro","Mulheres",271,"12"
"Norte","15 anos",2008,"Fevereiro","Homens",268,"5"
"Norte","15 anos",2008,"Fevereiro","Mulheres",257,"6"
"Norte","15 anos",2008,"Março","Homens",282,"7"
"Norte","15 anos",2008,"Março","Mulheres",273,"15"
"Norte","15 anos",2008,"Abril","Homens",289,"5"
"Norte","15 anos",2008,"Abril","Mulheres",288,"9"
"Norte","15 anos",2008,"Maio","Homens",294,"7"
"Norte","15 anos",2008,"Maio","Mulheres",297,"13"
"Norte","15 anos",2008,"Junho","Homens",312,"7"
"Norte","15 anos",2008,"Junho","Mulheres",252,"9"
"Norte","15 anos",2008,"Julho","Homens",301,"9"
"Norte","15 anos",2008,"Julho","Mulheres",267,"5"
"Norte","15 anos",2008,"Agosto","Homens",280,"6"
"Norte","15 anos",2008,"Agosto","Mulheres",279,"7"
"Norte","15 anos",2008,"Setembro","Homens",333,"9"
"Norte","15 anos",2008,"Setembro","Mulheres",284,"11"
"Norte","15 anos",2008,"Outubro","Homens",279,"12"
"Norte","15 anos",2008,"Outubro","Mulheres",252,"4"
"Norte","15 anos",2008,"Novembro","Homens",246,"2"
"Norte","15 anos",2008,"Novembro","Mulheres",259,"3"
"Norte","15 anos",2008,"Dezembro","Homens",244,"3"
"Norte","15 anos",2008,"Dezembro","Mulheres",242,"7"
"Norte","15 anos",2008,"Janeiro","Homens",294,"9"
"Norte","15 anos",2008,"Janeiro","Mulheres",249,"7"
"Norte","15 anos",2008,"Fevereiro","Homens",290,"6"
"Norte","15 anos",2008,"Fevereiro","Mulheres",232,"10"
"Norte","15 anos",2008,"Março","Homens",269,"10"
"Norte","15 anos",2008,"Março","Mulheres",250,"8"
"Norte","15 anos",2008,"Abril","Homens",270,"14"
"Norte","15 anos",2008,"Abril","Mulheres",224,"12"
"Norte","15 anos",2008,"Maio","Homens",286,"7"
"Norte","15 anos",2008,"Maio","Mulheres",250,"12"
"Norte","15 anos",2008,"Junho","Homens",268,"10"
"Norte","15 anos",2008,"Junho","Mulheres",253,"6"
"Norte","15 anos",2008,"Julho","Homens",248,"8"
"Norte","15 anos",2008,"Julho","Mulheres",241,"8"
"Norte","15 anos",2008,"Agosto","Homens",259,"5"
"Norte","15 anos",2008,"Agosto","Mulheres",243,"8"
"Norte","15 anos",2008,"Setembro","Homens",253,"3"
"Norte","15 anos",2008,"Setembro","Mulheres",236,"7"
"Norte","15 anos",2008,"Outubro","Homens",252,"8"
"Norte","15 anos",2008,"Outubro","Mulheres",220,"5"
"Norte","15 anos",2008,"Novembro","Homens",211,"5"
"Norte","15 anos",2008,"Novembro","Mulheres",204,"7"
"Norte","15 anos",2008,"Dezembro","Homens",175,"2"
"Norte","15 anos",2008,"Dezembro","Mulheres",176,"6"
"Norte","15 anos",2008,"Janeiro","Homens",228,"3"
"Norte","15 anos",2008,"Janeiro","Mulheres",205,"4"
"Norte","15 anos",2008,"Fevereiro","Homens",202,"2"
"Norte","15 anos",2008,"Fevereiro","Mulheres",188,"2"
"Norte","15 anos",2008,"Março","Homens",238,"6"
"Norte","15 anos",2008,"Março","Mulheres",222,"10"
"Norte","15 anos",2008,"Abril","Homens",272,"7"
"Norte","15 anos",2008,"Abril","Mulheres",240,"11"
"Norte","15 anos",2008,"Maio","Homens",247,"10"
"Norte","15 anos",2008,"Maio","Mulheres",249,"3"
"Norte","15 anos",2008,"Junho","Homens",250,"5"
"Norte","15 anos",2008,"Junho","Mulheres",242,"5"
"Norte","15 anos",2008,"Julho","Homens",232,"4"
"Norte","15 anos",2008,"Julho","Mulheres",256,"7"
"Norte","15 anos",2008,"Agosto","Homens",239,"8"
"Norte","15 anos",2008,"Agosto","Mulheres",219,"4"
"Norte","15 anos",2008,"Setembro","Homens",224,"3"
"Norte","15 anos",2008,"Setembro","Mulheres",240,"3"
"Norte","15 anos",2008,"Outubro","Homens",241,"5"
"Norte","15 anos",2008,"Outubro","Mulheres",197,"5"
"Norte","15 anos",2008,"Novembro","Homens",185,"4"
"Norte","15 anos",2008,"Novembro","Mulheres",189,"4"
"Norte","15 anos",2008,"Dezembro","Homens",172,"4"
"Norte","15 anos",2008,"Dezembro","Mulheres",188,"4"
"Norte","16 anos",2009,"Janeiro","Homens",370,"30"
"Norte","16 anos",2009,"Janeiro","Mulheres",331,"39"
"Norte","16 anos",2009,"Fevereiro","Homens",325,"24"
"Norte","16 anos",2009,"Fevereiro","Mulheres",310,"29"
"Norte","16 anos",2009,"Março","Homens",436,"41"
"Norte","16 anos",2009,"Março","Mulheres",370,"28"
"Norte","16 anos",2009,"Abril","Homens",377,"34"
"Norte","16 anos",2009,"Abril","Mulheres",373,"23"
"Norte","16 anos",2009,"Maio","Homens",394,"28"
"Norte","16 anos",2009,"Maio","Mulheres",365,"30"
"Norte","16 anos",2009,"Junho","Homens",336,"22"
"Norte","16 anos",2009,"Junho","Mulheres",366,"21"
"Norte","16 anos",2009,"Julho","Homens",371,"34"
"Norte","16 anos",2009,"Julho","Mulheres",346,"30"
"Norte","16 anos",2009,"Agosto","Homens",353,"25"
"Norte","16 anos",2009,"Agosto","Mulheres",317,"24"
"Norte","16 anos",2009,"Setembro","Homens",356,"21"
"Norte","16 anos",2009,"Setembro","Mulheres",337,"29"
"Norte","16 anos",2009,"Outubro","Homens",323,"15"
"Norte","16 anos",2009,"Outubro","Mulheres",270,"26"
"Norte","16 anos",2009,"Novembro","Homens",283,"12"
"Norte","16 anos",2009,"Novembro","Mulheres",248,"16"
"Norte","16 anos",2009,"Dezembro","Homens",241,"16"
"Norte","16 anos",2009,"Dezembro","Mulheres",251,"10"
"Norte","16 anos",2009,"Janeiro","Homens",349,"33"
"Norte","16 anos",2009,"Janeiro","Mulheres",323,"28"
"Norte","16 anos",2009,"Fevereiro","Homens",334,"31"
"Norte","16 anos",2009,"Fevereiro","Mulheres",330,"24"
"Norte","16 anos",2009,"Março","Homens",376,"20"
"Norte","16 anos",2009,"Março","Mulheres",354,"36"
"Norte","16 anos",2009,"Abril","Homens",366,"40"
"Norte","16 anos",2009,"Abril","Mulheres",404,"28"
"Norte","16 anos",2009,"Maio","Homens",376,"28"
"Norte","16 anos",2009,"Maio","Mulheres",399,"33"
"Norte","16 anos",2009,"Junho","Homens",328,"25"
"Norte","16 anos",2009,"Junho","Mulheres",342,"24"
"Norte","16 anos",2009,"Julho","Homens",342,"28"
"Norte","16 anos",2009,"Julho","Mulheres",380,"22"
"Norte","16 anos",2009,"Agosto","Homens",366,"12"
"Norte","16 anos",2009,"Agosto","Mulheres",324,"28"
"Norte","16 anos",2009,"Setembro","Homens",346,"25"
"Norte","16 anos",2009,"Setembro","Mulheres",278,"24"
"Norte","16 anos",2009,"Outubro","Homens",323,"18"
"Norte","16 anos",2009,"Outubro","Mulheres",278,"17"
"Norte","16 anos",2009,"Novembro","Homens",285,"18"
"Norte","16 anos",2009,"Novembro","Mulheres",286,"20"
"Norte","16 anos",2009,"Dezembro","Homens",265,"16"
"Norte","16 anos",2009,"Dezembro","Mulheres",255,"12"
"Norte","16 anos",2009,"Janeiro","Homens",401,"37"
"Norte","16 anos",2009,"Janeiro","Mulheres",323,"27"
"Norte","16 anos",2009,"Fevereiro","Homens",336,"27"
"Norte","16 anos",2009,"Fevereiro","Mulheres",371,"23"
"Norte","16 anos",2009,"Março","Homens",438,"32"
"Norte","16 anos",2009,"Março","Mulheres",438,"37"
"Norte","16 anos",2009,"Abril","Homens",421,"35"
"Norte","16 anos",2009,"Abril","Mulheres",403,"29"
"Norte","16 anos",2009,"Maio","Homens",459,"35"
"Norte","16 anos",2009,"Maio","Mulheres",437,"24"
"Norte","16 anos",2009,"Junho","Homens",420,"37"
"Norte","16 anos",2009,"Junho","Mulheres",363,"27"
"Norte","16 anos",2009,"Julho","Homens",404,"35"
"Norte","16 anos",2009,"Julho","Mulheres",355,"20"
"Norte","16 anos",2009,"Agosto","Homens",381,"43"
"Norte","16 anos",2009,"Agosto","Mulheres",334,"21"
"Norte","16 anos",2009,"Setembro","Homens",357,"33"
"Norte","16 anos",2009,"Setembro","Mulheres",333,"20"
"Norte","16 anos",2009,"Outubro","Homens",354,"25"
"Norte","16 anos",2009,"Outubro","Mulheres",313,"16"
"Norte","16 anos",2009,"Novembro","Homens",293,"22"
"Norte","16 anos",2009,"Novembro","Mulheres",287,"18"
"Norte","16 anos",2009,"Dezembro","Homens",265,"24"
"Norte","16 anos",2009,"Dezembro","Mulheres",268,"24"
"Norte","16 anos",2009,"Janeiro","Homens",421,"33"
"Norte","16 anos",2009,"Janeiro","Mulheres",396,"34"
"Norte","16 anos",2009,"Fevereiro","Homens",378,"26"
"Norte","16 anos",2009,"Fevereiro","Mulheres",370,"21"
"Norte","16 anos",2009,"Março","Homens",434,"32"
"Norte","16 anos",2009,"Março","Mulheres",386,"31"
"Norte","16 anos",2009,"Abril","Homens",419,"39"
"Norte","16 anos",2009,"Abril","Mulheres",381,"20"
"Norte","16 anos",2009,"Maio","Homens",409,"40"
"Norte","16 anos",2009,"Maio","Mulheres",411,"25"
"Norte","16 anos",2009,"Junho","Homens",405,"30"
"Norte","16 anos",2009,"Junho","Mulheres",383,"23"
"Norte","16 anos",2009,"Julho","Homens",380,"25"
"Norte","16 anos",2009,"Julho","Mulheres",349,"28"
"Norte","16 anos",2009,"Agosto","Homens",376,"29"
"Norte","16 anos",2009,"Agosto","Mulheres",371,"35"
"Norte","16 anos",2009,"Setembro","Homens",386,"27"
"Norte","16 anos",2009,"Setembro","Mulheres",398,"23"
"Norte","16 anos",2009,"Outubro","Homens",374,"25"
"Norte","16 anos",2009,"Outubro","Mulheres",318,"27"
"Norte","16 anos",2009,"Novembro","Homens",316,"24"
"Norte","16 anos",2009,"Novembro","Mulheres",292,"22"
"Norte","16 anos",2009,"Dezembro","Homens",291,"16"
"Norte","16 anos",2009,"Dezembro","Mulheres",266,"13"
"Norte","16 anos",2009,"Janeiro","Homens",412,"23"
"Norte","16 anos",2009,"Janeiro","Mulheres",414,"38"
"Norte","16 anos",2009,"Fevereiro","Homens",401,"30"
"Norte","16 anos",2009,"Fevereiro","Mulheres",371,"28"
"Norte","16 anos",2009,"Março","Homens",474,"31"
