"grande_regiao","idade_da_mae_na_ocasiao_do_parto","ano","mes_do_nascimento","sexo","hospital","domicilio"
"Nordeste","16 anos",2013,"Novembro","Mulheres",826,"10"
"Nordeste","16 anos",2013,"Dezembro","Homens",803,"7"
"Nordeste","16 anos",2013,"Dezembro","Mulheres",809,"6"
"Nordeste","16 anos",2013,"Janeiro","Homens",1040,"13"
"Nordeste","16 anos",2013,"Janeiro","Mulheres",1022,"17"
"Nordeste","16 anos",2013,"Fevereiro","Homens",1004,"9"
"Nordeste","16 anos",2013,"Fevereiro","Mulheres",1013,"4"
"Nordeste","16 anos",2013,"Março","Homens",1207,"8"
"Nordeste","16 anos",2013,"Março","Mulheres",1146,"8"
"Nordeste","16 anos",2013,"Abril","Homens",1159,"9"
"Nordeste","16 anos",2013,"Abril","Mulheres",1078,"17"
"Nordeste","16 anos",2013,"Maio","Homens",1199,"11"
"Nordeste","16 anos",2013,"Maio","Mulheres",1046,"7"
"Nordeste","16 anos",2013,"Junho","Homens",1120,"7"
"Nordeste","16 anos",2013,"Junho","Mulheres",1084,"4"
"Nordeste","16 anos",2013,"Julho","Homens",1096,"8"
"Nordeste","16 anos",2013,"Julho","Mulheres",1047,"11"
"Nordeste","16 anos",2013,"Agosto","Homens",1100,"3"
"Nordeste","16 anos",2013,"Agosto","Mulheres",1080,"5"
"Nordeste","16 anos",2013,"Setembro","Homens",1162,"6"
"Nordeste","16 anos",2013,"Setembro","Mulheres",1006,"7"
"Nordeste","16 anos",2013,"Outubro","Homens",996,"10"
"Nordeste","16 anos",2013,"Outubro","Mulheres",982,"13"
"Nordeste","16 anos",2013,"Novembro","Homens",902,"2"
"Nordeste","16 anos",2013,"Novembro","Mulheres",821,"8"
"Nordeste","16 anos",2013,"Dezembro","Homens",880,"7"
"Nordeste","16 anos",2013,"Dezembro","Mulheres",845,"8"
"Nordeste","16 anos",2013,"Janeiro","Homens",1084,"3"
"Nordeste","16 anos",2013,"Janeiro","Mulheres",960,"7"
"Nordeste","16 anos",2013,"Fevereiro","Homens",1038,"11"
"Nordeste","16 anos",2013,"Fevereiro","Mulheres",962,"7"
"Nordeste","16 anos",2013,"Março","Homens",1212,"17"
"Nordeste","16 anos",2013,"Março","Mulheres",1184,"11"
"Nordeste","16 anos",2013,"Abril","Homens",1294,"14"
"Nordeste","16 anos",2013,"Abril","Mulheres",1155,"8"
"Nordeste","16 anos",2013,"Maio","Homens",1291,"13"
"Nordeste","16 anos",2013,"Maio","Mulheres",1230,"18"
"Nordeste","16 anos",2013,"Junho","Homens",1216,"7"
"Nordeste","16 anos",2013,"Junho","Mulheres",1176,"16"
"Nordeste","16 anos",2013,"Julho","Homens",1185,"7"
"Nordeste","16 anos",2013,"Julho","Mulheres",1137,"12"
"Nordeste","16 anos",2013,"Agosto","Homens",1140,"9"
"Nordeste","16 anos",2013,"Agosto","Mulheres",1181,"7"
"Nordeste","16 anos",2013,"Setembro","Homens",1146,"6"
"Nordeste","16 anos",2013,"Setembro","Mulheres",1081,"7"
"Nordeste","16 anos",2013,"Outubro","Homens",1070,"5"
"Nordeste","16 anos",2013,"Outubro","Mulheres",1014,"7"
"Nordeste","16 anos",2013,"Novembro","Homens",997,"3"
"Nordeste","16 anos",2013,"Novembro","Mulheres",914,"6"
"Nordeste","16 anos",2013,"Dezembro","Homens",953,"6"
"Nordeste","16 anos",2013,"Dezembro","Mulheres",873,"3"
"Nordeste","16 anos",2013,"Janeiro","Homens",1100,"6"
"Nordeste","16 anos",2013,"Janeiro","Mulheres",1082,"6"
"Nordeste","16 anos",2013,"Fevereiro","Homens",1124,"4"
"Nordeste","16 anos",2013,"Fevereiro","Mulheres",1104,"9"
"Nordeste","16 anos",2013,"Março","Homens",1322,"9"
"Nordeste","16 anos",2013,"Março","Mulheres",1247,"8"
"Nordeste","16 anos",2013,"Abril","Homens",1197,"7"
"Nordeste","16 anos",2013,"Abril","Mulheres",1182,"5"
"Nordeste","16 anos",2013,"Maio","Homens",1290,"7"
"Nordeste","16 anos",2013,"Maio","Mulheres",1205,"11"
"Nordeste","16 anos",2013,"Junho","Homens",1137,"8"
"Nordeste","16 anos",2013,"Junho","Mulheres",1122,"11"
"Nordeste","16 anos",2013,"Julho","Homens",1139,"3"
"Nordeste","16 anos",2013,"Julho","Mulheres",1121,"6"
"Nordeste","16 anos",2013,"Agosto","Homens",1076,"8"
"Nordeste","16 anos",2013,"Agosto","Mulheres",1075,"6"
"Nordeste","16 anos",2013,"Setembro","Homens",1075,"3"
"Nordeste","16 anos",2013,"Setembro","Mulheres",1091,"6"
"Nordeste","16 anos",2013,"Outubro","Homens",1099,"5"
"Nordeste","16 anos",2013,"Outubro","Mulheres",1034,"3"
"Nordeste","16 anos",2013,"Novembro","Homens",979,"5"
"Nordeste","16 anos",2013,"Novembro","Mulheres",956,"5"
"Nordeste","16 anos",2013,"Dezembro","Homens",969,"1"
"Nordeste","16 anos",2013,"Dezembro","Mulheres",925,"6"
"Nordeste","16 anos",2014,"Janeiro","Homens",1092,"10"
"Nordeste","16 anos",2014,"Janeiro","Mulheres",1074,"9"
"Nordeste","16 anos",2014,"Fevereiro","Homens",1060,"7"
"Nordeste","16 anos",2014,"Fevereiro","Mulheres",1020,"5"
"Nordeste","16 anos",2014,"Março","Homens",1234,"7"
"Nordeste","16 anos",2014,"Março","Mulheres",1127,"10"
"Nordeste","16 anos",2014,"Abril","Homens",1133,"4"
"Nordeste","16 anos",2014,"Abril","Mulheres",1125,"5"
"Nordeste","16 anos",2014,"Maio","Homens",1238,"7"
"Nordeste","16 anos",2014,"Maio","Mulheres",1117,"8"
"Nordeste","16 anos",2014,"Junho","Homens",1129,"9"
"Nordeste","16 anos",2014,"Junho","Mulheres",1166,"4"
"Nordeste","16 anos",2014,"Julho","Homens",1199,"8"
"Nordeste","16 anos",2014,"Julho","Mulheres",1126,"10"
"Nordeste","16 anos",2014,"Agosto","Homens",1143,"9"
"Nordeste","16 anos",2014,"Agosto","Mulheres",1048,"6"
"Nordeste","16 anos",2014,"Setembro","Homens",1117,"5"
"Nordeste","16 anos",2014,"Setembro","Mulheres",1071,"4"
"Nordeste","16 anos",2014,"Outubro","Homens",1042,"4"
"Nordeste","16 anos",2014,"Outubro","Mulheres",950,"6"
"Nordeste","16 anos",2014,"Novembro","Homens",949,"6"
"Nordeste","16 anos",2014,"Novembro","Mulheres",914,"5"
"Nordeste","16 anos",2014,"Dezembro","Homens",898,"5"
"Nordeste","16 anos",2014,"Dezembro","Mulheres",846,"5"
"Nordeste","16 anos",2014,"Janeiro","Homens",1042,"1"
"Nordeste","16 anos",2014,"Janeiro","Mulheres",985,"7"
"Nordeste","16 anos",2014,"Fevereiro","Homens",1069,"5"
"Nordeste","16 anos",2014,"Fevereiro","Mulheres",976,"6"
"Nordeste","16 anos",2014,"Março","Homens",1179,"4"
"Nordeste","16 anos",2014,"Março","Mulheres",1125,"5"
"Nordeste","16 anos",2014,"Abril","Homens",1200,"9"
"Nordeste","16 anos",2014,"Abril","Mulheres",1088,"7"
"Nordeste","16 anos",2014,"Maio","Homens",1182,"3"
"Nordeste","16 anos",2014,"Maio","Mulheres",1185,"4"
"Nordeste","16 anos",2014,"Junho","Homens",1177,"4"
"Nordeste","16 anos",2014,"Junho","Mulheres",1098,"7"
"Nordeste","16 anos",2014,"Julho","Homens",1206,"3"
"Nordeste","16 anos",2014,"Julho","Mulheres",1135,"3"
"Nordeste","16 anos",2014,"Agosto","Homens",1127,"5"
"Nordeste","16 anos",2014,"Agosto","Mulheres",1074,"4"
"Nordeste","16 anos",2014,"Setembro","Homens",1087,"9"
"Nordeste","16 anos",2014,"Setembro","Mulheres",1060,"3"
"Nordeste","16 anos",2014,"Outubro","Homens",1170,"5"
"Nordeste","16 anos",2014,"Outubro","Mulheres",1035,"5"
"Nordeste","16 anos",2014,"Novembro","Homens",1036,"3"
"Nordeste","16 anos",2014,"Novembro","Mulheres",937,"4"
"Nordeste","16 anos",2014,"Dezembro","Homens",996,"5"
"Nordeste","16 anos",2014,"Dezembro","Mulheres",904,"4"
"Nordeste","16 anos",2014,"Janeiro","Homens",1136,"2"
"Nordeste","16 anos",2014,"Janeiro","Mulheres",1116,"7"
"Nordeste","16 anos",2014,"Fevereiro","Homens",1001,"6"
"Nordeste","16 anos",2014,"Fevereiro","Mulheres",953,"5"
"Nordeste","16 anos",2014,"Março","Homens",1190,"1"
"Nordeste","16 anos",2014,"Março","Mulheres",1156,"2"
"Nordeste","16 anos",2014,"Abril","Homens",1172,"1"
"Nordeste","16 anos",2014,"Abril","Mulheres",1075,"3"
"Nordeste","16 anos",2014,"Maio","Homens",1202,"5"
"Nordeste","16 anos",2014,"Maio","Mulheres",1112,"7"
"Nordeste","16 anos",2014,"Junho","Homens",1123,"8"
"Nordeste","16 anos",2014,"Junho","Mulheres",1097,"2"
"Nordeste","16 anos",2014,"Julho","Homens",1117,"3"
"Nordeste","16 anos",2014,"Julho","Mulheres",1118,"8"
"Nordeste","16 anos",2014,"Agosto","Homens",1062,"4"
"Nordeste","16 anos",2014,"Agosto","Mulheres",1043,"4"
"Nordeste","16 anos",2014,"Setembro","Homens",1063,"5"
"Nordeste","16 anos",2014,"Setembro","Mulheres",1095,"7"
"Nordeste","16 anos",2014,"Outubro","Homens",1089,"5"
"Nordeste","16 anos",2014,"Outubro","Mulheres",1040,"5"
"Nordeste","16 anos",2014,"Novembro","Homens",953,"5"
"Nordeste","16 anos",2014,"Novembro","Mulheres",916,"4"
"Nordeste","16 anos",2014,"Dezembro","Homens",935,"3"
"Nordeste","16 anos",2014,"Dezembro","Mulheres",835,"4"
"Nordeste","16 anos",2014,"Janeiro","Homens",1115,"4"
"Nordeste","16 anos",2014,"Janeiro","Mulheres",1008,"4"
"Nordeste","16 anos",2014,"Fevereiro","Homens",1023,"7"
"Nordeste","16 anos",2014,"Fevereiro","Mulheres",954,"4"
"Nordeste","16 anos",2014,"Março","Homens",1184,"4"
"Nordeste","16 anos",2014,"Março","Mulheres",1183,"5"
"Nordeste","16 anos",2014,"Abril","Homens",1163,"6"
"Nordeste","16 anos",2014,"Abril","Mulheres",1134,"7"
"Nordeste","16 anos",2014,"Maio","Homens",1264,"4"
"Nordeste","16 anos",2014,"Maio","Mulheres",1110,"7"
"Nordeste","16 anos",2014,"Junho","Homens",1137,"3"
"Nordeste","16 anos",2014,"Junho","Mulheres",1090,"9"
"Nordeste","16 anos",2014,"Julho","Homens",1114,"5"
"Nordeste","16 anos",2014,"Julho","Mulheres",1134,"6"
"Nordeste","16 anos",2014,"Agosto","Homens",1062,"4"
"Nordeste","16 anos",2014,"Agosto","Mulheres",1041,"5"
"Nordeste","16 anos",2014,"Setembro","Homens",1012,"4"
"Nordeste","16 anos",2014,"Setembro","Mulheres",966,"2"
"Nordeste","16 anos",2014,"Outubro","Homens",986,"4"
"Nordeste","16 anos",2014,"Outubro","Mulheres",926,"4"
"Nordeste","16 anos",2014,"Novembro","Homens",947,"5"
"Nordeste","16 anos",2014,"Novembro","Mulheres",826,"3"
"Nordeste","16 anos",2014,"Dezembro","Homens",804,"5"
"Nordeste","16 anos",2014,"Dezembro","Mulheres",801,"5"
"Nordeste","16 anos",2014,"Janeiro","Homens",1002,"3"
"Nordeste","16 anos",2014,"Janeiro","Mulheres",880,"5"
"Nordeste","16 anos",2014,"Fevereiro","Homens",926,"3"
"Nordeste","16 anos",2014,"Fevereiro","Mulheres",861,"3"
"Nordeste","16 anos",2014,"Março","Homens",1135,"5"
"Nordeste","16 anos",2014,"Março","Mulheres",995,"1"
"Nordeste","16 anos",2014,"Abril","Homens",1110,"5"
"Nordeste","16 anos",2014,"Abril","Mulheres",1025,"1"
"Nordeste","16 anos",2014,"Maio","Homens",1175,"5"
"Nordeste","16 anos",2014,"Maio","Mulheres",1074,"3"
"Nordeste","16 anos",2014,"Junho","Homens",1045,"4"
"Nordeste","16 anos",2014,"Junho","Mulheres",1062,"6"
"Nordeste","16 anos",2014,"Julho","Homens",1016,"3"
"Nordeste","16 anos",2014,"Julho","Mulheres",940,"2"
"Nordeste","16 anos",2014,"Agosto","Homens",1016,"1"
"Nordeste","16 anos",2014,"Agosto","Mulheres",922,"5"
"Nordeste","16 anos",2014,"Setembro","Homens",940,"3"
"Nordeste","16 anos",2014,"Setembro","Mulheres",883,"-"
"Nordeste","16 anos",2014,"Outubro","Homens",917,"4"
"Nordeste","16 anos",2014,"Outubro","Mulheres",872,"5"
"Nordeste","16 anos",2014,"Novembro","Homens",821,"4"
"Nordeste","16 anos",2014,"Novembro","Mulheres",869,"3"
"Nordeste","16 anos",2014,"Dezembro","Homens",846,"3"
"Nordeste","16 anos",2014,"Dezembro","Mulheres",783,"3"
"Nordeste","17 anos",2015,"Janeiro","Homens",1792,"83"
"Nordeste","17 anos",2015,"Janeiro","Mulheres",1715,"80"
"Nordeste","17 anos",2015,"Fevereiro","Homens",1649,"72"
"Nordeste","17 anos",2015,"Fevereiro","Mulheres",1626,"67"
"Nordeste","17 anos",2015,"Março","Homens",2051,"85"
"Nordeste","17 anos",2015,"Março","Mulheres",1888,"59"
"Nordeste","17 anos",2015,"Abril","Homens",1800,"69"
"Nordeste","17 anos",2015,"Abril","Mulheres",1616,"62"
"Nordeste","17 anos",2015,"Maio","Homens",1885,"59"
"Nordeste","17 anos",2015,"Maio","Mulheres",1745,"87"
"Nordeste","17 anos",2015,"Junho","Homens",1784,"64"
"Nordeste","17 anos",2015,"Junho","Mulheres",1838,"75"
"Nordeste","17 anos",2015,"Julho","Homens",1884,"61"
"Nordeste","17 anos",2015,"Julho","Mulheres",1737,"59"
"Nordeste","17 anos",2015,"Agosto","Homens",1597,"60"
"Nordeste","17 anos",2015,"Agosto","Mulheres",1653,"53"
"Nordeste","17 anos",2015,"Setembro","Homens",1661,"52"
"Nordeste","17 anos",2015,"Setembro","Mulheres",1567,"54"
"Nordeste","17 anos",2015,"Outubro","Homens",1520,"40"
"Nordeste","17 anos",2015,"Outubro","Mulheres",1490,"44"
"Nordeste","17 anos",2015,"Novembro","Homens",1486,"35"
"Nordeste","17 anos",2015,"Novembro","Mulheres",1337,"37"
"Nordeste","17 anos",2015,"Dezembro","Homens",1289,"35"
"Nordeste","17 anos",2015,"Dezembro","Mulheres",1219,"35"
"Nordeste","17 anos",2015,"Janeiro","Homens",1708,"53"
"Nordeste","17 anos",2015,"Janeiro","Mulheres",1640,"57"
"Nordeste","17 anos",2015,"Fevereiro","Homens",1722,"58"
"Nordeste","17 anos",2015,"Fevereiro","Mulheres",1524,"50"
"Nordeste","17 anos",2015,"Março","Homens",1894,"58"
"Nordeste","17 anos",2015,"Março","Mulheres",1831,"66"
"Nordeste","17 anos",2015,"Abril","Homens",1877,"57"
"Nordeste","17 anos",2015,"Abril","Mulheres",1821,"69"
"Nordeste","17 anos",2015,"Maio","Homens",1952,"49"
"Nordeste","17 anos",2015,"Maio","Mulheres",1828,"49"
"Nordeste","17 anos",2015,"Junho","Homens",1829,"51"
"Nordeste","17 anos",2015,"Junho","Mulheres",1635,"42"
"Nordeste","17 anos",2015,"Julho","Homens",1712,"44"
"Nordeste","17 anos",2015,"Julho","Mulheres",1622,"26"
"Nordeste","17 anos",2015,"Agosto","Homens",1592,"33"
"Nordeste","17 anos",2015,"Agosto","Mulheres",1670,"43"
"Nordeste","17 anos",2015,"Setembro","Homens",1664,"46"
"Nordeste","17 anos",2015,"Setembro","Mulheres",1518,"35"
"Nordeste","17 anos",2015,"Outubro","Homens",1460,"32"
"Nordeste","17 anos",2015,"Outubro","Mulheres",1477,"42"
"Nordeste","17 anos",2015,"Novembro","Homens",1388,"35"
"Nordeste","17 anos",2015,"Novembro","Mulheres",1357,"22"
"Nordeste","17 anos",2015,"Dezembro","Homens",1337,"21"
"Nordeste","17 anos",2015,"Dezembro","Mulheres",1179,"31"
"Nordeste","17 anos",2015,"Janeiro","Homens",1745,"47"
"Nordeste","17 anos",2015,"Janeiro","Mulheres",1624,"58"
"Nordeste","17 anos",2015,"Fevereiro","Homens",1609,"44"
"Nordeste","17 anos",2015,"Fevereiro","Mulheres",1555,"39"
"Nordeste","17 anos",2015,"Março","Homens",1956,"61"
"Nordeste","17 anos",2015,"Março","Mulheres",1870,"63"
"Nordeste","17 anos",2015,"Abril","Homens",1921,"56"
"Nordeste","17 anos",2015,"Abril","Mulheres",1865,"44"
"Nordeste","17 anos",2015,"Maio","Homens",2015,"55"
"Nordeste","17 anos",2015,"Maio","Mulheres",1995,"58"
"Nordeste","17 anos",2015,"Junho","Homens",1862,"48"
"Nordeste","17 anos",2015,"Junho","Mulheres",1860,"41"
"Nordeste","17 anos",2015,"Julho","Homens",1884,"43"
"Nordeste","17 anos",2015,"Julho","Mulheres",1766,"42"
"Nordeste","17 anos",2015,"Agosto","Homens",1831,"47"
"Nordeste","17 anos",2015,"Agosto","Mulheres",1702,"46"
"Nordeste","17 anos",2015,"Setembro","Homens",1683,"34"
"Nordeste","17 anos",2015,"Setembro","Mulheres",1656,"42"
"Nordeste","17 anos",2015,"Outubro","Homens",1656,"27"
"Nordeste","17 anos",2015,"Outubro","Mulheres",1523,"30"
"Nordeste","17 anos",2015,"Novembro","Homens",1476,"31"
"Nordeste","17 anos",2015,"Novembro","Mulheres",1379,"23"
"Nordeste","17 anos",2015,"Dezembro","Homens",1327,"22"
"Nordeste","17 anos",2015,"Dezembro","Mulheres",1252,"22"
"Nordeste","17 anos",2015,"Janeiro","Homens",1579,"31"
"Nordeste","17 anos",2015,"Janeiro","Mulheres",1552,"43"
"Nordeste","17 anos",2015,"Fevereiro","Homens",1553,"41"
"Nordeste","17 anos",2015,"Fevereiro","Mulheres",1493,"34"
"Nordeste","17 anos",2015,"Março","Homens",1892,"36"
"Nordeste","17 anos",2015,"Março","Mulheres",1818,"44"
"Nordeste","17 anos",2015,"Abril","Homens",1849,"32"
"Nordeste","17 anos",2015,"Abril","Mulheres",1733,"38"
"Nordeste","17 anos",2015,"Maio","Homens",1913,"37"
"Nordeste","17 anos",2015,"Maio","Mulheres",1812,"41"
"Nordeste","17 anos",2015,"Junho","Homens",1815,"43"
"Nordeste","17 anos",2015,"Junho","Mulheres",1603,"30"
"Nordeste","17 anos",2015,"Julho","Homens",1740,"35"
"Nordeste","17 anos",2015,"Julho","Mulheres",1695,"41"
"Nordeste","17 anos",2015,"Agosto","Homens",1692,"37"
"Nordeste","17 anos",2015,"Agosto","Mulheres",1556,"26"
"Nordeste","17 anos",2015,"Setembro","Homens",1644,"31"
"Nordeste","17 anos",2015,"Setembro","Mulheres",1540,"39"
"Nordeste","17 anos",2015,"Outubro","Homens",1583,"18"
"Nordeste","17 anos",2015,"Outubro","Mulheres",1507,"25"
"Nordeste","17 anos",2015,"Novembro","Homens",1385,"24"
"Nordeste","17 anos",2015,"Novembro","Mulheres",1313,"19"
"Nordeste","17 anos",2015,"Dezembro","Homens",1293,"13"
"Nordeste","17 anos",2015,"Dezembro","Mulheres",1222,"15"
"Nordeste","17 anos",2015,"Janeiro","Homens",1653,"34"
"Nordeste","17 anos",2015,"Janeiro","Mulheres",1514,"28"
"Nordeste","17 anos",2015,"Fevereiro","Homens",1527,"29"
"Nordeste","17 anos",2015,"Fevereiro","Mulheres",1400,"27"
"Nordeste","17 anos",2015,"Março","Homens",1824,"39"
"Nordeste","17 anos",2015,"Março","Mulheres",1810,"41"
"Nordeste","17 anos",2015,"Abril","Homens",1798,"40"
"Nordeste","17 anos",2015,"Abril","Mulheres",1666,"26"
"Nordeste","17 anos",2015,"Maio","Homens",1812,"27"
"Nordeste","17 anos",2015,"Maio","Mulheres",1695,"26"
"Nordeste","17 anos",2015,"Junho","Homens",1695,"40"
"Nordeste","17 anos",2015,"Junho","Mulheres",1561,"28"
"Nordeste","17 anos",2015,"Julho","Homens",1688,"28"
"Nordeste","17 anos",2015,"Julho","Mulheres",1577,"33"
"Nordeste","17 anos",2015,"Agosto","Homens",1595,"25"
"Nordeste","17 anos",2015,"Agosto","Mulheres",1531,"24"
"Nordeste","17 anos",2015,"Setembro","Homens",1515,"22"
"Nordeste","17 anos",2015,"Setembro","Mulheres",1457,"19"
"Nordeste","17 anos",2015,"Outubro","Homens",1402,"16"
"Nordeste","17 anos",2015,"Outubro","Mulheres",1346,"22"
"Nordeste","17 anos",2015,"Novembro","Homens",1387,"14"
"Nordeste","17 anos",2015,"Novembro","Mulheres",1239,"12"
"Nordeste","17 anos",2015,"Dezembro","Homens",1306,"17"
"Nordeste","17 anos",2015,"Dezembro","Mulheres",1232,"16"
"Nordeste","17 anos",2016,"Janeiro","Homens",1496,"28"
"Nordeste","17 anos",2016,"Janeiro","Mulheres",1512,"23"
"Nordeste","17 anos",2016,"Fevereiro","Homens",1448,"20"
"Nordeste","17 anos",2016,"Fevereiro","Mulheres",1345,"25"
"Nordeste","17 anos",2016,"Março","Homens",1657,"24"
"Nordeste","17 anos",2016,"Março","Mulheres",1546,"37"
"Nordeste","17 anos",2016,"Abril","Homens",1620,"29"
"Nordeste","17 anos",2016,"Abril","Mulheres",1569,"34"
"Nordeste","17 anos",2016,"Maio","Homens",1710,"28"
"Nordeste","17 anos",2016,"Maio","Mulheres",1628,"24"
"Nordeste","17 anos",2016,"Junho","Homens",1616,"24"
"Nordeste","17 anos",2016,"Junho","Mulheres",1549,"22"
"Nordeste","17 anos",2016,"Julho","Homens",1506,"18"
"Nordeste","17 anos",2016,"Julho","Mulheres",1538,"25"
"Nordeste","17 anos",2016,"Agosto","Homens",1483,"17"
"Nordeste","17 anos",2016,"Agosto","Mulheres",1442,"20"
"Nordeste","17 anos",2016,"Setembro","Homens",1505,"18"
"Nordeste","17 anos",2016,"Setembro","Mulheres",1439,"15"
"Nordeste","17 anos",2016,"Outubro","Homens",1434,"16"
"Nordeste","17 anos",2016,"Outubro","Mulheres",1334,"25"
"Nordeste","17 anos",2016,"Novembro","Homens",1265,"15"
"Nordeste","17 anos",2016,"Novembro","Mulheres",1188,"16"
"Nordeste","17 anos",2016,"Dezembro","Homens",1260,"10"
"Nordeste","17 anos",2016,"Dezembro","Mulheres",1225,"14"
"Nordeste","17 anos",2016,"Janeiro","Homens",1551,"24"
"Nordeste","17 anos",2016,"Janeiro","Mulheres",1474,"29"
"Nordeste","17 anos",2016,"Fevereiro","Homens",1350,"20"
"Nordeste","17 anos",2016,"Fevereiro","Mulheres",1269,"18"
"Nordeste","17 anos",2016,"Março","Homens",1762,"19"
"Nordeste","17 anos",2016,"Março","Mulheres",1607,"32"
"Nordeste","17 anos",2016,"Abril","Homens",1643,"21"
"Nordeste","17 anos",2016,"Abril","Mulheres",1553,"13"
"Nordeste","17 anos",2016,"Maio","Homens",1762,"24"
"Nordeste","17 anos",2016,"Maio","Mulheres",1580,"25"
"Nordeste","17 anos",2016,"Junho","Homens",1636,"26"
"Nordeste","17 anos",2016,"Junho","Mulheres",1572,"20"
"Nordeste","17 anos",2016,"Julho","Homens",1569,"9"
"Nordeste","17 anos",2016,"Julho","Mulheres",1452,"17"
"Nordeste","17 anos",2016,"Agosto","Homens",1404,"22"
"Nordeste","17 anos",2016,"Agosto","Mulheres",1415,"11"
"Nordeste","17 anos",2016,"Setembro","Homens",1512,"19"
"Nordeste","17 anos",2016,"Setembro","Mulheres",1388,"19"
"Nordeste","17 anos",2016,"Outubro","Homens",1406,"12"
"Nordeste","17 anos",2016,"Outubro","Mulheres",1307,"12"
"Nordeste","17 anos",2016,"Novembro","Homens",1311,"15"
"Nordeste","17 anos",2016,"Novembro","Mulheres",1166,"7"
"Nordeste","17 anos",2016,"Dezembro","Homens",1174,"4"
"Nordeste","17 anos",2016,"Dezembro","Mulheres",1106,"11"
"Nordeste","17 anos",2016,"Janeiro","Homens",1406,"28"
"Nordeste","17 anos",2016,"Janeiro","Mulheres",1362,"17"
"Nordeste","17 anos",2016,"Fevereiro","Homens",1324,"9"
"Nordeste","17 anos",2016,"Fevereiro","Mulheres",1223,"12"
"Nordeste","17 anos",2016,"Março","Homens",1575,"32"
"Nordeste","17 anos",2016,"Março","Mulheres",1483,"15"
"Nordeste","17 anos",2016,"Abril","Homens",1501,"11"
"Nordeste","17 anos",2016,"Abril","Mulheres",1476,"19"
"Nordeste","17 anos",2016,"Maio","Homens",1483,"20"
"Nordeste","17 anos",2016,"Maio","Mulheres",1482,"9"
"Nordeste","17 anos",2016,"Junho","Homens",1429,"13"
"Nordeste","17 anos",2016,"Junho","Mulheres",1401,"16"
"Nordeste","17 anos",2016,"Julho","Homens",1493,"14"
"Nordeste","17 anos",2016,"Julho","Mulheres",1386,"8"
"Nordeste","17 anos",2016,"Agosto","Homens",1397,"13"
"Nordeste","17 anos",2016,"Agosto","Mulheres",1404,"15"
"Nordeste","17 anos",2016,"Setembro","Homens",1545,"12"
"Nordeste","17 anos",2016,"Setembro","Mulheres",1364,"18"
"Nordeste","17 anos",2016,"Outubro","Homens",1371,"14"
"Nordeste","17 anos",2016,"Outubro","Mulheres",1215,"15"
"Nordeste","17 anos",2016,"Novembro","Homens",1229,"11"
"Nordeste","17 anos",2016,"Novembro","Mulheres",1170,"9"
"Nordeste","17 anos",2016,"Dezembro","Homens",1148,"6"
"Nordeste","17 anos",2016,"Dezembro","Mulheres",1112,"6"
"Nordeste","17 anos",2016,"Janeiro","Homens",1431,"11"
"Nordeste","17 anos",2016,"Janeiro","Mulheres",1335,"19"
"Nordeste","17 anos",2016,"Fevereiro","Homens",1349,"8"
"Nordeste","17 anos",2016,"Fevereiro","Mulheres",1270,"16"
"Nordeste","17 anos",2016,"Março","Homens",1638,"19"
"Nordeste","17 anos",2016,"Março","Mulheres",1522,"10"
"Nordeste","17 anos",2016,"Abril","Homens",1550,"10"
"Nordeste","17 anos",2016,"Abril","Mulheres",1570,"16"
"Nordeste","17 anos",2016,"Maio","Homens",1780,"15"
"Nordeste","17 anos",2016,"Maio","Mulheres",1607,"17"
"Nordeste","17 anos",2016,"Junho","Homens",1613,"12"
"Nordeste","17 anos",2016,"Junho","Mulheres",1524,"13"
"Nordeste","17 anos",2016,"Julho","Homens",1480,"14"
"Nordeste","17 anos",2016,"Julho","Mulheres",1468,"14"
"Nordeste","17 anos",2016,"Agosto","Homens",1396,"5"
"Nordeste","17 anos",2016,"Agosto","Mulheres",1355,"4"
"Nordeste","17 anos",2016,"Setembro","Homens",1428,"12"
"Nordeste","17 anos",2016,"Setembro","Mulheres",1369,"12"
"Nordeste","17 anos",2016,"Outubro","Homens",1356,"11"
"Nordeste","17 anos",2016,"Outubro","Mulheres",1318,"15"
"Nordeste","17 anos",2016,"Novembro","Homens",1318,"7"
"Nordeste","17 anos",2016,"Novembro","Mulheres",1187,"12"
"Nordeste","17 anos",2016,"Dezembro","Homens",1226,"9"
"Nordeste","17 anos",2016,"Dezembro","Mulheres",1108,"2"
"Nordeste","17 anos",2016,"Janeiro","Homens",1498,"10"
"Nordeste","17 anos",2016,"Janeiro","Mulheres",1309,"11"
"Nordeste","17 anos",2016,"Fevereiro","Homens",1386,"4"
"Nordeste","17 anos",2016,"Fevereiro","Mulheres",1306,"9"
"Nordeste","17 anos",2016,"Março","Homens",1653,"15"
"Nordeste","17 anos",2016,"Março","Mulheres",1577,"12"
"Nordeste","17 anos",2016,"Abril","Homens",1565,"9"
"Nordeste","17 anos",2016,"Abril","Mulheres",1492,"10"
"Nordeste","17 anos",2016,"Maio","Homens",1657,"16"
"Nordeste","17 anos",2016,"Maio","Mulheres",1500,"14"
"Nordeste","17 anos",2016,"Junho","Homens",1461,"18"
"Nordeste","17 anos",2016,"Junho","Mulheres",1426,"6"
"Nordeste","17 anos",2016,"Julho","Homens",1520,"15"
"Nordeste","17 anos",2016,"Julho","Mulheres",1532,"6"
"Nordeste","17 anos",2016,"Agosto","Homens",1449,"11"
